,name,company,year,Price,kms_driven,fuel_type
2197,Maruti Suzuki Alto,Maruti,2012,178000,62000,Petrol
2198,Tata Nano LX,Tata,2012,329500,48008,Petrol
2199,Renault Duster 110,Renault,2012,299999,39000,Diesel
2200,Maruti Suzuki Wagon,Maruti,2012,349999,40000,Petrol
2201,Maruti Suzuki Swift,Maruti,2012,444999,48247,Petrol
2202,Maruti Suzuki Ertiga,Maruti,2012,130000,39000,Diesel
2203,Maruti Suzuki Swift,Maruti,2012,501000,23000,Petrol
2204,Maruti Suzuki Alto,Maruti,2012,1350000,9400,Petrol
2205,Hyundai i20 Magna,Hyundai,2012,400000,50000,Petrol
2206,Hyundai i10 Magna,Hyundai,2012,244999,75000,Petrol
2207,Tata Zest XE,Tata,2012,230000,70000,Diesel
2208,Mahindra Xylo E8,Mahindra,2012,501000,64000,Diesel
2209,Toyota Corolla Altis,Toyota,2012,265000,55000,Petrol
2210,Tata Manza Aqua,Tata,2012,770000,200000,Diesel
2211,Renault Kwid 1.0,Renault,2012,225000,2137,Petrol
2212,Tata Venture EX,Tata,2012,165000,30000,Diesel
2213,Maruti Suzuki Swift,Maruti,2012,560000,44000,Petrol
2214,Skoda Octavia Classic,Skoda,2012,235000,65000,Diesel
2215,Maruti Suzuki Omni,Maruti,2012,220000,160000,Diesel
2216,Chevrolet Beat Diesel,Chevrolet,2012,250000,56000,Diesel
2217,Tata Sumo Gold,Tata,2012,480000,75000,Diesel
2218,Hyundai Verna 1.6,Hyundai,2012,350000,42000,Diesel
2219,Tata Sumo Gold,Tata,2012,1599000,75000,Diesel
2220,Mahindra Scorpio 2.6,Mahindra,2012,215000,56000,Diesel
2221,Maruti Suzuki Zen,Maruti,2012,380000,10544,Petrol
2222,Maruti Suzuki Swift,Maruti,2012,160000,64000,Petrol
2223,Mahindra Scorpio SLX,Mahindra,2012,389700,70000,Diesel
2224,Hyundai Grand i10,Hyundai,2012,120000,25000,Petrol
2225,Hyundai Elite i20,Hyundai,2012,210000,15000,Petrol
2226,Ford Ikon 1.6,Ford,2012,210000,50000,Petrol
2227,Toyota Innova 2.5,Toyota,2012,130000,147000,Diesel
2228,Nissan Sunny XL,Nissan,2012,280000,52000,Petrol
2229,Chevrolet Beat LT,Chevrolet,2012,280000,90001,Diesel
2230,Maruti Suzuki Alto,Maruti,2012,280000,21000,Petrol
2231,Maruti Suzuki Swift,Maruti,2012,600000,48006,Diesel
2232,Maruti Suzuki Swift,Maruti,2012,350000,48006,Diesel
2233,Maruti Suzuki Swift,Maruti,2012,500000,48006,Diesel
2234,Toyota Innova 2.0,Toyota,2012,188000,80000,Diesel
2235,Maruti Suzuki Swift,Maruti,2012,1025000,74000,Diesel
2236,Hyundai Elite i20,Hyundai,2012,1000000,22000,Petrol
2237,Mahindra XUV500 W10,Mahindra,2012,135000,41000,Diesel
2238,Volkswagen Polo Trendline,Volkswagen,2012,500000,25000,Diesel
2239,Toyota Etios Liva,Toyota,2012,85000,85000,Diesel
2240,Mahindra TUV300 T4,Mahindra,2012,600000,29500,Diesel
2241,Hyundai Elite i20,Hyundai,2012,115000,30000,Petrol
2242,Hyundai Santro Xing,Hyundai,2012,750000,57000,Petrol
2243,Maruti Suzuki Zen,Maruti,2012,35999,60000,Petrol
2244,Maruti Suzuki Ciaz,Maruti,2012,57000,50000,Petrol
2245,Hyundai Eon Era,Hyundai,2012,59000,39700,Petrol
2246,Hyundai Elantra 1.8,Hyundai,2012,60000,65000,Petrol
2247,Maruti Suzuki Swift,Maruti,2012,69999,67000,Diesel
2248,Maruti Suzuki Zen,Maruti,2012,70000,46000,Petrol
2249,Hyundai Eon Era,Hyundai,2012,70000,38000,Petrol
2250,Hyundai Grand i10,Hyundai,2012,85000,27000,Petrol
2251,Hyundai Verna Fluidic,Hyundai,2012,90000,43000,Diesel
2252,Ford EcoSport Trend,Ford,2012,90000,47000,Petrol
2253,Hyundai i20 Magna,Hyundai,2012,99000,42000,Petrol
2254,Chevrolet Beat Diesel,Chevrolet,2012,105000,19336,Diesel
2255,Tata Indica eV2,Tata,2012,105000,60105,Diesel
2256,Jaguar XF 2.2,Jaguar,2012,114990,29000,Diesel
2257,Audi Q5 2.0,Audi,2012,115000,34000,Diesel
2258,BMW 3 Series,BMW,2012,120000,35000,Diesel
2259,Maruti Suzuki Swift,Maruti,2012,130000,22000,Petrol
2260,BMW X1 sDrive20d,BMW,2012,130000,41000,Diesel
2261,Maruti Suzuki S,Maruti,2012,135000,21000,Diesel
2262,Maruti Suzuki Ertiga,Maruti,2012,140000,48000,Diesel
2263,Maruti Suzuki Alto,Maruti,2012,150000,38000,Petrol
2264,Honda City SV,Honda,2012,155000,34000,Diesel
2265,Volkswagen Vento Comfortline,Volkswagen,2012,159000,45933,Petrol
2266,Honda City 1.5,Honda,2012,165000,68000,Petrol
2267,Audi A4 2.0,Audi,2012,170000,44000,Diesel
2268,Mahindra KUV100,Mahindra,2012,175000,35000,Diesel
2269,Tata Zest XE,Tata,2012,175000,102563,Diesel
2270,Mahindra XUV500 W8,Mahindra,2012,179000,28600,Diesel
2271,Maruti Suzuki Swift,Maruti,2012,190000,41800,Diesel
2272,Tata Sumo Gold,Tata,2012,195000,116000,Diesel
2273,Maruti Suzuki Swift,Maruti,2012,200000,59000,Petrol
2274,Mahindra Scorpio 2.6,Mahindra,2012,230000,58000,Diesel
2275,Maruti Suzuki Omni,Maruti,2012,239999,45000,Petrol
2276,Mitsubishi Pajero Sport,Mitsubishi,2012,240000,42590,Diesel
2277,Renault Duster,Renault,2012,245000,7400,Diesel
2278,Volkswagen Jetta Comfortline,Volkswagen,2012,249999,54500,Diesel
2279,Maruti Suzuki Ertiga,Maruti,2012,250000,200000,Diesel
2280,Audi A4 2.0,Audi,2012,250000,27000,Diesel
2281,Volvo S80 Summum,Volvo,2012,250000,42000,Diesel
2282,Toyota Corolla Altis,Toyota,2012,260000,29000,Petrol
2283,Mitsubishi Pajero Sport,Mitsubishi,2012,265000,37000,Diesel
2284,Chevrolet Beat LT,Chevrolet,2012,270000,36000,Petrol
2285,BMW X1,BMW,2012,275000,34000,Diesel
2286,Datsun Redi GO,Datsun,2012,280000,7000,Petrol
2287,Mercedes Benz C,Mercedes,2012,290000,76000,Diesel
2288,Mahindra Scorpio SLX,Mahindra,2012,290000,60000,Diesel
2289,Volkswagen Vento Comfortline,Volkswagen,2012,299999,95000,Diesel
2290,Tata Indigo CS,Tata,2012,320000,50000,Diesel
2291,Ford Figo Petrol,Ford,2012,320000,0,Petrol
2292,Honda City ZX,Honda,2012,375000,50000,Petrol
2293,Maruti Suzuki Wagon,Maruti,2012,380000,68000,Petrol
2294,Ford EcoSport Trend,Ford,2012,380000,16000,Petrol
2295,Maruti Suzuki Swift,Maruti,2012,390000,51000,Diesel
2296,Maruti Suzuki Omni,Maruti,2012,400000,56000,Petrol
2297,Maruti Suzuki Zen,Maruti,2012,419000,100000,Petrol
2298,Renault Duster RxL,Renault,2012,448999,36000,Petrol
2299,Maruti Suzuki Swift,Maruti,2012,450000,11523,Petrol
2300,Maruti Suzuki Baleno,Maruti,2012,450000,1000,Petrol
2301,Honda WR V,Honda,2012,465000,60000,Petrol
2302,Tata Indigo CS,Tata,2012,485000,85000,Diesel
2303,Renault Duster 110,Renault,2012,488000,38600,Diesel
2304,Mahindra Scorpio LX,Mahindra,2012,489999,95500,Diesel
2305,Maruti Suzuki Zen,Maruti,2012,489999,56000,Petrol
2306,Maruti Suzuki Wagon,Maruti,2012,489999,37458,Petrol
2307,Maruti Suzuki SX4,Maruti,2012,490000,85960,Diesel
2308,Audi A3 Cabriolet,Audi,2012,499999,12516,Petrol
2309,Hyundai Eon D,Hyundai,2012,500000,35000,Petrol
2310,Maruti Suzuki Zen,Maruti,2012,501000,0,Petrol
2311,Mahindra Scorpio SLX,Mahindra,2012,549000,80000,Diesel
2312,Hyundai Santro AE,Hyundai,2012,550000,45000,Petrol
2313,Maruti Suzuki Swift,Maruti,2012,689999,51000,Diesel
2314,Mahindra Scorpio S4,Mahindra,2012,690000,30000,Diesel
2315,Mahindra Xylo D2,Mahindra,2012,699000,48000,Diesel
2316,Hyundai Santro,Hyundai,2012,750000,51000,Petrol
2317,Chevrolet Beat LT,Chevrolet,2012,1000000,90000,Diesel
2318,Maruti Suzuki Swift,Maruti,2013,190000,43000,Diesel
2319,Mahindra XUV500 W8,Mahindra,2013,105000,53000,Diesel
2320,Toyota Fortuner 3.0,Toyota,2013,105000,97000,Diesel
2321,Maruti Suzuki Alto,Maruti,2013,489999,20000,Petrol
2322,Hyundai Getz GLE,Hyundai,2013,349999,55000,Petrol
2323,Maruti Suzuki Swift,Maruti,2013,284999,120000,Diesel
2324,Hyundai Creta 1.6,Hyundai,2013,105000,0,Petrol
2325,Hyundai Santro Xing,Hyundai,2013,105000,46000,Petrol
2326,Hyundai Santro Xing,Hyundai,2013,85000,43200,Petrol
2327,Mahindra Xylo D2,Mahindra,2013,190000,56000,Diesel
2328,Hyundai Santro Xing,Hyundai,2013,1891111,42000,Petrol
2329,Tata Indica V2,Tata,2013,1891111,30600,Diesel
2330,Hyundai i10 Sportz,Hyundai,2013,375000,38000,Petrol
2331,Hyundai Grand i10,Hyundai,2013,350000,2550,Petrol
2332,Hyundai Santro Xing,Hyundai,2013,701000,47000,Petrol
2333,Honda City 1.5,Honda,2013,372000,41000,Petrol
2334,Nissan Micra XL,Nissan,2013,485000,62500,Diesel
2335,Honda City 1.5,Honda,2013,399999,68000,Petrol
2336,Maruti Suzuki Alto,Maruti,2013,372000,50000,Petrol
2337,Maruti Suzuki Wagon,Maruti,2013,299000,69000,Petrol
2338,Maruti Suzuki Ertiga,Maruti,2013,340000,48000,Diesel
2339,Tata Indica eV2,Tata,2013,399999,55000,Diesel
2340,Maruti Suzuki Omni,Maruti,2013,275000,25000,Petrol
2341,Hyundai Eon Era,Hyundai,2013,185000,28400,Petrol
2342,Hyundai Eon,Hyundai,2013,284999,28000,Petrol
2343,Maruti Suzuki Swift,Maruti,2013,340000,42000,Diesel
2344,Hyundai Verna 1.6,Hyundai,2013,1891111,29000,Diesel
2345,Chevrolet Tavera LS,Chevrolet,2013,40000,68485,Diesel
2346,Tata Tiago Revotron,Tata,2013,125000,3500,Petrol
2347,Tata Tiago Revotorq,Tata,2013,375000,0,Petrol
2348,Maruti Suzuki Zen,Maruti,2013,330000,32000,Petrol
2349,Mahindra KUV100 K8,Mahindra,2013,284999,8000,Diesel
2350,Ford EcoSport Titanium,Ford,2013,1891111,34000,Diesel
2351,Hindustan Motors Ambassador,Hindustan,2013,375000,37000,Petrol
2352,Ford Fusion 1.4,Ford,2013,284999,85455,Diesel
2353,Hyundai Santro Xing,Hyundai,2013,300000,46000,Petrol
2354,Hyundai Santro,Hyundai,2013,245000,47000,Petrol
2355,Fiat Linea Emotion,Fiat,2013,399999,64000,Petrol
2356,Ford Ikon 1.3,Ford,2013,1891111,46000,Petrol
2357,Maruti Suzuki Omni,Maruti,2013,489999,8000,Petrol
2358,Tata Indica V2,Tata,2013,380000,64000,Diesel
2359,Mahindra Scorpio S4,Mahindra,2013,340000,63000,Diesel
2360,Hyundai Santro Xing,Hyundai,2013,1891111,65000,Petrol
2361,Mahindra Xylo D2,Mahindra,2013,1891111,62000,Diesel
2362,Hyundai Grand i10,Hyundai,2013,1891111,41000,Petrol
2363,Maruti Suzuki Alto,Maruti,2013,375000,14000,Petrol
2364,Toyota Corolla,Toyota,2013,689999,40000,Petrol
2365,Hyundai Eon Magna,Hyundai,2013,574999,1600,Petrol
2366,Tata Sumo Grande,Tata,2013,374999,90000,Diesel
2367,Maruti Suzuki Swift,Maruti,2013,210000,58000,Diesel
2368,Volkswagen Polo Highline1.2L,Volkswagen,2013,401000,27000,Petrol
2369,Maruti Suzuki Alto,Maruti,2013,600000,60000,Petrol
2370,Tata Tiago Revotron,Tata,2013,610000,31000,Petrol
2371,Maruti Suzuki Swift,Maruti,2013,375000,90000,Diesel
2372,Maruti Suzuki Swift,Maruti,2013,324999,90000,Diesel
2373,Tata Indigo eCS,Tata,2013,330000,150000,Diesel
2374,Chevrolet Beat LS,Chevrolet,2013,340000,31000,Diesel
2375,Mahindra Xylo E8,Mahindra,2013,450000,43000,Diesel
2376,Hyundai Eon D,Hyundai,2013,310000,20000,Petrol
2377,Tata Sumo Gold,Tata,2013,1500000,100000,Petrol
2378,Tata Nano,Tata,2013,495000,7000,Petrol
2379,Hyundai Elite i20,Hyundai,2013,1499000,31000,Petrol
2380,Hyundai i10 Magna,Hyundai,2013,290000,33000,Petrol
2381,Hyundai Creta,Hyundai,2013,548900,60000,Diesel
2382,Volkswagen Polo,Volkswagen,2013,250000,48000,Diesel
2383,Maruti Suzuki Dzire,Maruti,2013,180000,33000,Petrol
2384,Tata Bolt XM,Tata,2013,690000,15000,Petrol
2385,Maruti Suzuki Alto,Maruti,2013,380000,47000,Petrol
2386,Maruti Suzuki Alto,Maruti,2013,350000,40000,Petrol
2387,Maruti Suzuki Ritz,Maruti,2013,60000,38000,Diesel
2388,Maruti Suzuki Alto,Maruti,2013,550000,12500,Petrol
2389,Maruti Suzuki Dzire,Maruti,2013,401919,42000,Petrol
2390,Hyundai i20 Asta,Hyundai,2013,485000,31000,Petrol
2391,Maruti Suzuki Swift,Maruti,2013,549900,60000,Diesel
2392,Tata Indica V2,Tata,2013,185000,80000,Diesel
2393,Mahindra Scorpio VLX,Mahindra,2013,435000,77000,Diesel
2394,Toyota Innova 2.5,Toyota,2013,100000,75000,Diesel
2395,Mahindra Xylo E8,Mahindra,2013,190000,40000,Diesel
2396,Hyundai i20 Magna,Hyundai,2013,2190000,47000,Petrol
2397,Maruti Suzuki Omni,Maruti,2013,475000,60000,Petrol
2398,Mahindra KUV100,Mahindra,2013,1510000,26500,Petrol
2399,Mahindra KUV100 K8,Mahindra,2013,490000,2875,Petrol
2400,Datsun Go Plus,Datsun,2013,1499000,13900,Petrol
2401,Ford Endeavor 4x4,Ford,2013,240000,9000,Diesel
2402,Tata Indica V2,Tata,2013,165000,80000,Diesel
2403,Hyundai Santro Xing,Hyundai,2013,380000,60000,Petrol
2404,Maruti Suzuki Wagon,Maruti,2013,170000,20000,Petrol
2405,Maruti Suzuki Swift,Maruti,2013,215000,58000,Diesel
2406,Maruti Suzuki Alto,Maruti,2013,60000,1500,Petrol
2407,Toyota Innova 2.5,Toyota,2013,299999,75000,Diesel
2408,Maruti Suzuki Alto,Maruti,2013,300000,2450,Petrol
2409,Maruti Suzuki Alto,Maruti,2013,265000,1625,Petrol
2410,Volkswagen Polo Highline1.2L,Volkswagen,2013,325000,45000,Petrol
2411,Mahindra Logan,Mahindra,2013,30000,65000,Diesel
2412,Maruti Suzuki 800,Maruti,2013,39999,33400,Petrol
2413,Mahindra Scorpio,Mahindra,2013,68000,60123,Diesel
2414,Chevrolet Sail 1.2,Chevrolet,2013,69999,28000,Petrol
2415,Hyundai Santro AE,Hyundai,2013,71000,70000,Petrol
2416,Maruti Suzuki Wagon,Maruti,2013,75000,7000,Petrol
2417,Hyundai Eon,Hyundai,2013,75000,25000,Petrol
2418,Tata Manza,Tata,2013,85000,100000,Diesel
2419,Toyota Etios G,Toyota,2013,85000,42000,Petrol
2420,Hyundai Getz Prime,Hyundai,2013,85000,20000,Petrol
2421,Toyota Qualis,Toyota,2013,85000,100000,Diesel
2422,Hyundai Santro Xing,Hyundai,2013,90000,137495,Petrol
2423,Tata Indica eV2,Tata,2013,95000,91200,Diesel
2424,Honda City 1.5,Honda,2013,95000,55000,Petrol
2425,Tata Zest XE,Tata,2013,100000,120000,Diesel
2426,Mahindra Quanto C4,Mahindra,2013,110000,63000,Diesel
2427,Tata Indigo eCS,Tata,2013,110000,104000,Diesel
2428,Maruti Suzuki Swift,Maruti,2013,110000,146000,Diesel
2429,Hyundai Elite i20,Hyundai,2013,120000,40000,Petrol
2430,Hyundai i20 Select,Hyundai,2013,120000,40000,Petrol
2431,Chevrolet Tavera Neo,Chevrolet,2013,125000,100800,Diesel
2432,Maruti Suzuki Dzire,Maruti,2013,130000,150000,Diesel
2433,Hyundai Elite i20,Hyundai,2013,135000,2100,Petrol
2434,Honda City VX,Honda,2013,145000,95000,Petrol
2435,Maruti Suzuki Dzire,Maruti,2013,150000,2500,Diesel
2436,Hyundai Getz,Hyundai,2013,155555,80000,Petrol
2437,Mercedes Benz C,Mercedes,2013,160000,15000,Petrol
2438,Maruti Suzuki Alto,Maruti,2013,160000,65000,Petrol
2439,Maruti Suzuki Swift,Maruti,2013,169500,51000,Diesel
2440,Skoda Fabia,Skoda,2013,169999,45000,Petrol
2441,Maruti Suzuki Ritz,Maruti,2013,175000,50000,Petrol
2442,Tata Indica V2,Tata,2013,178000,30000,Diesel
2443,Toyota Corolla Altis,Toyota,2013,190000,132000,Petrol
2444,Tata Zest XM,Tata,2013,195000,27000,Diesel
2445,Mahindra Quanto C8,Mahindra,2013,195000,40000,Diesel
2446,Hyundai Santro Xing,Hyundai,2013,195000,45000,Petrol
2447,Mahindra Jeep CL550,Mahindra,2013,199000,40,Diesel
2448,Hyundai Grand i10,Hyundai,2013,199999,28000,Petrol
2449,Ford EcoSport Titanium,Ford,2013,209000,36000,Diesel
2450,Ford Figo,Ford,2013,210000,41000,Diesel
2451,Hyundai Eon,Hyundai,2013,210000,25000,Petrol
2452,Ford EcoSport Ambiente,Ford,2013,210000,24530,Diesel
2453,Maruti Suzuki Alto,Maruti,2013,220000,60000,Petrol
2454,Skoda Fabia Classic,Skoda,2013,224999,60000,Petrol
2455,Maruti Suzuki Stingray,Maruti,2013,224999,30000,Petrol
2456,Hyundai Elite i20,Hyundai,2013,225000,32000,Petrol
2457,Mahindra Scorpio SLE,Mahindra,2013,225000,48660,Diesel
2458,Hyundai Santro Xing,Hyundai,2013,244999,45000,Petrol
2459,Mahindra Jeep CL550,Mahindra,2013,244999,40,Diesel
2460,Audi A8,Audi,2013,245000,4000,Petrol
2461,Audi Q7,Audi,2013,245000,16934,Diesel
2462,Mahindra Scorpio S10,Mahindra,2013,249999,43000,Diesel
2463,Maruti Suzuki Alto,Maruti,2013,250000,35550,Petrol
2464,Mahindra Scorpio S10,Mahindra,2013,250000,43000,Diesel
2465,Mahindra Scorpio S10,Mahindra,2013,250000,39522,Diesel
2466,Maruti Suzuki Alto,Maruti,2013,255000,39000,Petrol
2467,Hyundai i20 Sportz,Hyundai,2013,265000,55000,Petrol
2468,Hyundai i20 Sportz,Hyundai,2013,265000,55000,Petrol
2469,Hyundai i20 Sportz,Hyundai,2013,280000,55000,Petrol
2470,Maruti Suzuki Alto,Maruti,2013,290000,72000,Petrol
2471,Maruti Suzuki Vitara,Maruti,2013,300000,15975,Diesel
2472,Maruti Suzuki Alto,Maruti,2013,300000,70000,Petrol
2473,Mahindra Bolero DI,Mahindra,2013,315000,23452,Diesel
2474,Maruti Suzuki Swift,Maruti,2013,345000,35522,Diesel
2475,Mahindra Scorpio S10,Mahindra,2013,349999,48508,Diesel
2476,Maruti Suzuki Swift,Maruti,2013,350000,15487,Petrol
2477,Maruti Suzuki Wagon,Maruti,2013,375000,39000,Petrol
2478,Maruti Suzuki Wagon,Maruti,2013,375000,39000,Petrol
2479,Toyota Innova 2.0,Toyota,2013,390000,82000,Diesel
2480,Renault Lodgy 85,Renault,2013,390000,20000,Diesel
2481,Skoda Yeti Ambition,Skoda,2013,399000,68000,Diesel
2482,Maruti Suzuki Baleno,Maruti,2013,400000,32000,Diesel
2483,Renault Duster 110,Renault,2013,400000,38000,Diesel
2484,Renault Duster 85,Renault,2013,415000,27000,Diesel
2485,Honda City 1.5,Honda,2013,424999,33000,Petrol
2486,Maruti Suzuki Alto,Maruti,2013,430000,60000,Petrol
2487,Maruti Suzuki Dzire,Maruti,2013,444999,46000,Diesel
2488,Honda Amaze,Honda,2013,450000,46000,Diesel
2489,Honda Amaze 1.5,Honda,2013,499999,36000,Diesel
2490,Honda City,Honda,2013,500001,55000,Petrol
2491,Datsun Redi GO,Datsun,2013,510000,16000,Petrol
2492,Maruti Suzuki SX4,Maruti,2013,549000,36000,Petrol
2493,Mitsubishi Pajero Sport,Mitsubishi,2013,580000,47000,Diesel
2494,Mahindra Bolero DI,Mahindra,2013,600000,23452,Diesel
2495,Maruti Suzuki Swift,Maruti,2013,610000,35522,Diesel
2496,Mahindra Scorpio S10,Mahindra,2013,690000,48508,Diesel
2497,Maruti Suzuki Swift,Maruti,2013,830000,15487,Petrol
2498,Maruti Suzuki Wagon,Maruti,2013,865000,39000,Petrol
2499,Maruti Suzuki Wagon,Maruti,2013,895000,39000,Petrol
2500,Mahindra Scorpio S10,Mahindra,2013,899000,35000,Diesel
2501,Maruti Suzuki Swift,Maruti,2013,900000,30874,Petrol
2502,Honda City ZX,Honda,2013,1475000,15000,Diesel
2503,Maruti Suzuki Wagon,Maruti,2013,1510000,29685,Petrol
2504,Ford Figo,Ford,2013,1850000,41000,Diesel
2505,Hyundai Eon,Hyundai,2014,325000,25000,Petrol
2506,Tata Indigo eCS,Tata,2014,575000,130000,Diesel
2507,Ford EcoSport Ambiente,Ford,2014,415000,24530,Diesel
2508,Tata Indigo eCS,Tata,2014,500000,130000,Diesel
2509,Mahindra Scorpio SLE,Mahindra,2014,160000,19000,Diesel
2510,Volkswagen Polo Highline,Volkswagen,2014,385000,60000,Petrol
2511,Skoda Fabia Classic,Skoda,2014,385000,60000,Petrol
2512,Maruti Suzuki Stingray,Maruti,2014,315000,30000,Petrol
2513,Chevrolet Spark LS,Chevrolet,2014,449999,41000,Petrol
2514,Renault Duster 110PS,Renault,2014,699000,35000,Diesel
2515,Honda City,Honda,2014,415000,54000,Petrol
2516,Mini Cooper S,Mini,2014,390000,13000,Petrol
2517,Datsun Redi GO,Datsun,2014,265000,16000,Petrol
2518,Skoda Fabia 1.2L,Skoda,2014,550000,38200,Diesel
2519,Honda Amaze,Honda,2014,345000,22000,Petrol
2520,Honda Amaze,Honda,2014,325000,22000,Petrol
2521,Renault Duster,Renault,2014,195000,50000,Diesel
2522,Mini Cooper S,Mini,2014,569999,13500,Petrol
2523,Mahindra Scorpio S4,Mahindra,2014,299999,30000,Diesel
2524,Mahindra Scorpio VLX,Mahindra,2014,270000,50000,Diesel
2525,Mahindra Quanto C8,Mahindra,2014,749999,20000,Diesel
2526,Ford EcoSport,Ford,2014,274999,39000,Petrol
2527,Honda Brio,Honda,2014,449999,30000,Petrol
2528,Volkswagen Vento Highline,Volkswagen,2014,474999,3600,Diesel
2529,Hyundai i20 Magna,Hyundai,2014,370000,32000,Petrol
2530,Toyota Corolla Altis,Toyota,2014,699000,38000,Diesel
2531,Hyundai Verna Transform,Hyundai,2014,549000,45000,Petrol
2532,Toyota Corolla Altis,Toyota,2014,699999,35000,Petrol
2533,Honda City 1.5,Honda,2014,544999,50000,Petrol
2534,Hyundai Elite i20,Hyundai,2014,365000,32000,Petrol
2535,Skoda Fabia 1.2L,Skoda,2014,390000,45863,Diesel
2536,BMW 3 Series,BMW,2014,1400000,60500,Petrol
2537,Maruti Suzuki A,Maruti,2014,311000,12500,Petrol
2538,Toyota Etios GD,Toyota,2014,195000,60000,Diesel
2539,Ford Figo Diesel,Ford,2014,569999,35000,Diesel
2540,Maruti Suzuki Swift,Maruti,2014,299999,35000,Petrol
2541,Chevrolet Beat LT,Chevrolet,2014,489999,45000,Diesel
2542,BMW 7 Series,BMW,2014,349999,35000,Petrol
2543,Mahindra XUV500 W8,Mahindra,2014,410000,38000,Diesel
2544,Hyundai i10 Magna,Hyundai,2014,520000,18000,Petrol
2545,Hyundai Verna Fluidic,Hyundai,2014,299999,35000,Diesel
2546,Maruti Suzuki Swift,Maruti,2014,424999,13349,Petrol
2547,Maruti Suzuki Ertiga,Maruti,2014,399999,29000,Petrol
2548,Ford EcoSport Titanium,Ford,2014,584999,44000,Diesel
2549,Maruti Suzuki Ertiga,Maruti,2014,649999,29000,Petrol
2550,Maruti Suzuki Ertiga,Maruti,2014,274999,42000,Diesel
2551,Maruti Suzuki Alto,Maruti,2014,365000,14000,Petrol
2552,Hyundai Grand i10,Hyundai,2014,449999,49000,Diesel
2553,Honda Amaze 1.2,Honda,2014,174999,42000,Petrol
2554,Hyundai i20 Asta,Hyundai,2014,489999,36200,Diesel
2555,Ford Figo Diesel,Ford,2014,250000,50000,Diesel
2556,Maruti Suzuki Eeco,Maruti,2014,375000,55000,Petrol
2557,Maruti Suzuki Ertiga,Maruti,2014,335000,45000,Petrol
2558,Maruti Suzuki Esteem,Maruti,2014,270000,51000,Petrol
2559,Maruti Suzuki Ritz,Maruti,2014,340000,19000,Petrol
2560,Maruti Suzuki Dzire,Maruti,2014,500000,46000,Petrol
2561,Maruti Suzuki Ritz,Maruti,2014,250000,33000,Diesel
2562,Maruti Suzuki Swift,Maruti,2014,399000,13349,Petrol
2563,Maruti Suzuki Dzire,Maruti,2014,190000,104000,Diesel
2564,Toyota Etios Liva,Toyota,2014,250000,55000,Petrol
2565,Hyundai i20 Sportz,Hyundai,2014,190000,33333,Diesel
2566,Chevrolet Spark,Chevrolet,2014,499000,33600,Petrol
2567,Maruti Suzuki Alto,Maruti,2014,381000,5600,Petrol
2568,Nissan Micra XV,Nissan,2014,400000,41000,Petrol
2569,Maruti Suzuki Swift,Maruti,2014,8500003,70000,Petrol
2570,Maruti Suzuki Alto,Maruti,2014,199000,7500,Petrol
2571,Honda Amaze 1.5,Honda,2014,490000,45000,Diesel
2572,Maruti Suzuki Alto,Maruti,2014,160000,38000,Petrol
2573,Chevrolet Beat,Chevrolet,2014,95000,30000,Petrol
2574,Honda City 1.5,Honda,2014,365000,35000,Petrol
2575,Ford EcoSport Trend,Ford,2014,160000,24330,Diesel
2576,Hyundai i20 Asta,Hyundai,2014,315000,65480,Petrol
2577,Maruti Suzuki Swift,Maruti,2014,340000,41000,Petrol
2578,Tata Indica V2,Tata,2014,179000,20000,Petrol
2579,Hindustan Motors Ambassador,Hindustan,2014,465000,200000,Diesel
2580,Toyota Corolla Altis,Toyota,2014,2390000,70000,Petrol
2581,Toyota Corolla Altis,Toyota,2014,475000,59000,Petrol
2582,Toyota Innova 2.5,Toyota,2014,275000,99000,Diesel
2583,Volkswagen Jetta Highline,Volkswagen,2014,800000,46000,Diesel
2584,Volkswagen Polo Comfortline,Volkswagen,2014,790000,2800,Petrol
2585,Volkswagen Polo,Volkswagen,2014,400000,32000,Petrol
2586,Mahindra Scorpio,Mahindra,2014,370000,22000,Diesel
2587,Renault Duster,Renault,2014,130000,50000,Diesel
2588,Honda Amaze,Honda,2014,260000,22000,Petrol
2589,Nissan Sunny,Nissan,2014,200000,45000,Petrol
2590,Hyundai Elite i20,Hyundai,2014,200000,21000,Petrol
2591,Renault Kwid,Renault,2014,590000,11000,Petrol
2592,Renault Duster,Renault,2014,320000,41000,Diesel
2593,Ford EcoSport,Ford,2014,189000,39000,Petrol
2594,Renault Duster,Renault,2014,374999,50000,Diesel
2595,Mahindra Scorpio VLX,Mahindra,2014,425000,66000,Diesel
2596,Maruti Suzuki Alto,Maruti,2014,650000,3000,Petrol
2597,Chevrolet Spark LT,Chevrolet,2014,32000,45000,Petrol
2598,Datsun Redi GO,Datsun,2014,35000,7000,Petrol
2599,Maruti Suzuki Swift,Maruti,2014,45000,38500,Diesel
